codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia,v1
462429,Masculino,Sim,87,Não,Direito,1.0,Baixa,1.0,Cat_6
462445,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
462446,Masculino,Não,19,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
462447,Masculino,Não,22,Não,Enfermagem,9.0,Baixa,4.0,Cat_6
462450,Masculino,Não,18,Não,Enfermagem,0.0,Baixa,,Cat_6
462451,Masculino,Não,18,Não,Marketing,1.0,Baixa,9.0,Cat_6
462452,Masculino,Não,19,Não,Enfermagem,0.0,Baixa,,Cat_4
462454,Masculino,Não,19,Não,Enfermagem,1.0,Baixa,3.0,Cat_2
462456,Masculino,Não,22,Não,Enfermagem,0.0,Baixa,8.0,Cat_6
462457,Masculino,Não,31,Não,Enfermagem,4.0,Baixa,4.0,Cat_6
462463,Masculino,Sim,63,Não,Artista,0.0,Média,2.0,Cat_6
462472,Masculino,Não,43,Sim,Artista,1.0,Baixa,1.0,Cat_6
462473,Masculino,Não,73,Não,Engenharia,0.0,Baixa,,Cat_4
462485,Feminino,Sim,39,Não,Engenharia,0.0,Baixa,2.0,Cat_6
462488,Masculino,Não,31,Sim,Enfermagem,1.0,Baixa,5.0,Cat_6
462491,Masculino,Não,31,Sim,Artista,0.0,Baixa,5.0,Cat_6
462492,Masculino,Sim,43,Não,Artista,0.0,Média,4.0,Cat_2
462496,Masculino,Sim,52,Não,Artista,0.0,Média,3.0,Cat_6
462498,Feminino,Sim,63,Sim,Medicina,0.0,Média,3.0,Cat_6
462503,Masculino,Sim,51,Sim,Empreendedorismo,1.0,Alta,4.0,Cat_6
462508,Masculino,Sim,35,Sim,Enfermagem,1.0,Baixa,7.0,Cat_4
462512,Feminino,Sim,32,Não,Entretenimento,,Média,2.0,Cat_4
462517,Feminino,Sim,39,Sim,Responsável pela Casa,9.0,Alta,4.0,Cat_6
462518,Feminino,Não,25,Não,Enfermagem,1.0,Baixa,6.0,Cat_5
462519,Masculino,Não,20,Não,Enfermagem,0.0,Baixa,5.0,Cat_4
462521,Feminino,Não,33,Não,Responsável pela Casa,9.0,Baixa,1.0,Cat_6
462522,Masculino,Sim,36,Não,Empreendedorismo,0.0,Média,5.0,Cat_4
462524,Feminino,Sim,35,Sim,Medicina,,Baixa,2.0,Cat_6
462525,Feminino,Sim,42,Sim,Artista,1.0,Média,2.0,Cat_6
462526,Feminino,Sim,52,Sim,Artista,2.0,Média,5.0,Cat_6
462529,Feminino,Sim,42,Sim,Engenharia,1.0,Baixa,2.0,Cat_6
462531,Feminino,Sim,57,Não,Responsável pela Casa,,Alta,2.0,Cat_6
462533,Feminino,Não,30,Sim,Entretenimento,1.0,Baixa,3.0,Cat_6
462538,Feminino,Sim,73,Sim,Direito,1.0,Alta,2.0,Cat_6
462541,Masculino,Sim,66,Sim,Engenharia,3.0,Alta,2.0,Cat_6
462542,Feminino,Sim,62,Sim,Artista,9.0,Média,5.0,Cat_2
462543,Feminino,Sim,36,Sim,Artista,4.0,Baixa,1.0,Cat_3
462545,Masculino,Não,33,Não,Engenharia,0.0,Baixa,3.0,Cat_4
462554,Masculino,Não,28,Não,Enfermagem,0.0,Baixa,8.0,Cat_4
462561,Feminino,Sim,48,Sim,Artista,3.0,Média,2.0,Cat_6
462563,Feminino,Sim,53,Sim,Artista,1.0,Média,2.0,Cat_6
462566,Feminino,Sim,27,Não,Medicina,1.0,Baixa,,Cat_3
462577,Feminino,Sim,71,Não,Marketing,0.0,Alta,2.0,Cat_4
462578,Masculino,Sim,35,Sim,Artista,9.0,Média,2.0,Cat_4
462580,Feminino,Não,41,Sim,Artista,0.0,Baixa,1.0,Cat_4
462584,Feminino,Sim,39,Não,Entretenimento,0.0,Baixa,4.0,Cat_4
462587,Feminino,Sim,79,Não,Direito,1.0,Alta,2.0,Cat_4
462589,Feminino,Não,29,Não,Engenharia,9.0,Baixa,8.0,Cat_4
462595,Feminino,Não,33,Sim,Artista,7.0,Baixa,7.0,Cat_4
462596,Feminino,Não,31,Não,Enfermagem,0.0,Baixa,,Cat_4
462600,Masculino,Sim,25,Não,Engenharia,4.0,Média,3.0,Cat_4
462607,Feminino,,43,Não,Engenharia,2.0,Média,3.0,Cat_4
462609,Feminino,Sim,52,Não,Medicina,4.0,Baixa,1.0,Cat_4
462611,Masculino,Sim,41,Não,Empreendedorismo,0.0,Alta,7.0,Cat_4
462612,Feminino,Sim,27,Não,Medicina,,Alta,6.0,Cat_4
462613,Feminino,Sim,39,Não,Engenharia,1.0,Média,5.0,Cat_4
462615,Masculino,Não,32,Não,Medicina,3.0,Baixa,7.0,Cat_4
462617,Masculino,Não,19,Não,Enfermagem,1.0,Baixa,5.0,Cat_4
462619,Masculino,,58,Não,,1.0,Alta,,Cat_4
462625,Masculino,Não,30,Sim,Artista,1.0,Baixa,3.0,Cat_4
462626,Feminino,Não,31,Sim,Engenharia,0.0,Baixa,6.0,Cat_4
462632,Feminino,Sim,43,Não,Engenharia,,Média,4.0,Cat_4
462637,Feminino,Sim,63,Não,Marketing,,Média,6.0,Cat_4
462643,Feminino,Sim,37,Sim,Engenharia,,Média,3.0,Cat_4
462654,Masculino,Sim,37,Não,Artista,0.0,Média,6.0,Cat_4
462658,Feminino,Sim,31,Sim,Responsável pela Casa,9.0,Média,2.0,
462668,Feminino,Não,38,Sim,Artista,4.0,Baixa,1.0,Cat_6
462669,Feminino,Sim,41,Sim,Entretenimento,,Alta,6.0,Cat_6
462678,Feminino,Sim,45,Sim,Artista,3.0,Média,3.0,Cat_6
462680,Masculino,Sim,35,Sim,Medicina,,Média,4.0,Cat_6
462683,Feminino,Sim,43,Não,Engenharia,1.0,Baixa,5.0,Cat_1
462685,Feminino,Não,33,Não,Enfermagem,,Baixa,3.0,Cat_4
462687,Masculino,Não,26,Não,Responsável pela Casa,14.0,Baixa,3.0,Cat_3
462692,Feminino,Sim,39,Não,Artista,,Média,2.0,Cat_6
462696,Masculino,Sim,49,Não,Artista,1.0,Alta,2.0,Cat_6
462697,Masculino,,47,Não,,0.0,Média,2.0,Cat_6
462702,Masculino,Sim,53,Não,Entretenimento,1.0,Média,4.0,Cat_4
462704,Masculino,Sim,52,Sim,Empreendedorismo,5.0,Alta,5.0,Cat_6
462705,Feminino,Sim,66,Não,Direito,0.0,Média,2.0,Cat_6
462716,Masculino,Não,26,Não,Entretenimento,6.0,Baixa,2.0,Cat_4
462720,Masculino,Sim,38,Sim,Marketing,,Baixa,5.0,Cat_6
462722,Feminino,Não,25,Não,Responsável pela Casa,,Baixa,4.0,Cat_6
462723,Feminino,Sim,53,Não,Artista,8.0,Média,2.0,Cat_6
462727,Feminino,Sim,87,Não,Direito,0.0,Alta,2.0,Cat_6
462729,Masculino,Não,28,Não,Enfermagem,1.0,Baixa,2.0,Cat_6
462731,Feminino,Sim,37,Sim,Artista,7.0,Alta,3.0,Cat_6
462732,Feminino,Sim,42,Sim,Artista,,Baixa,1.0,Cat_6
462735,Feminino,Sim,25,Não,Artista,1.0,Média,2.0,Cat_1
462736,Feminino,Sim,33,Não,Engenharia,6.0,Baixa,3.0,Cat_6
462738,Feminino,Não,33,Sim,Enfermagem,,Baixa,3.0,Cat_2
462739,Masculino,Sim,46,Sim,Artista,1.0,Baixa,2.0,Cat_6
462743,Masculino,Não,33,Não,Enfermagem,2.0,Baixa,4.0,Cat_3
462746,Masculino,Não,26,Não,Entretenimento,1.0,Baixa,3.0,Cat_6
462747,Masculino,Não,32,Não,Medicina,6.0,Baixa,4.0,Cat_6
462752,Feminino,Não,25,Não,Enfermagem,,Baixa,1.0,Cat_6
462755,Feminino,Não,18,Não,Enfermagem,1.0,Baixa,,Cat_6
462756,Feminino,Não,22,Não,Engenharia,0.0,Baixa,4.0,Cat_6
462761,Masculino,Não,19,Não,Enfermagem,2.0,Baixa,4.0,Cat_6
462762,Masculino,Sim,46,Sim,Artista,0.0,Alta,4.0,Cat_6
462767,Masculino,Não,19,Não,Enfermagem,4.0,Baixa,4.0,Cat_6
462768,Masculino,Sim,45,Sim,Artista,0.0,Média,3.0,Cat_6
462776,Feminino,Sim,52,Sim,Engenharia,1.0,Média,3.0,Cat_6
462785,Feminino,Sim,42,Sim,Engenharia,,Média,5.0,Cat_3
462788,Masculino,Sim,47,Não,Entretenimento,1.0,Média,3.0,Cat_3
462792,Masculino,Sim,45,Não,Responsável pela Casa,,Média,4.0,Cat_6
462799,Masculino,Não,32,Não,Enfermagem,,Baixa,,Cat_5
462804,Masculino,Sim,41,Não,Empreendedorismo,5.0,Alta,3.0,Cat_4
462807,Feminino,Não,28,Sim,Responsável pela Casa,,Baixa,1.0,Cat_6
462810,Masculino,Sim,37,Não,Empreendedorismo,9.0,Alta,4.0,Cat_6
462814,Feminino,Sim,20,Não,Engenharia,8.0,Média,2.0,Cat_5
462817,Feminino,Sim,73,Sim,Direito,3.0,Baixa,1.0,Cat_6
462819,Masculino,Sim,51,Sim,Artista,0.0,Média,3.0,Cat_6
462823,Masculino,Sim,18,Sim,Engenharia,,Média,4.0,Cat_6
462824,Masculino,Sim,42,Não,Engenharia,1.0,Média,3.0,Cat_4
462826,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,3.0,Cat_3
462827,Feminino,Não,23,Não,Medicina,0.0,Baixa,3.0,Cat_3
462834,Masculino,Sim,31,Sim,Responsável pela Casa,2.0,Baixa,2.0,Cat_1
462838,Feminino,Sim,33,Sim,Responsável pela Casa,1.0,Baixa,3.0,Cat_5
462841,Masculino,Não,21,Não,Enfermagem,9.0,Baixa,6.0,Cat_6
462845,Masculino,Sim,51,Sim,Medicina,5.0,Média,7.0,Cat_6
462849,Masculino,Sim,47,Sim,Artista,0.0,Média,4.0,Cat_6
462850,Masculino,Não,20,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
462853,Masculino,Não,21,Não,Enfermagem,0.0,Baixa,2.0,Cat_6
462854,Masculino,Não,22,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
462858,Feminino,Não,32,Sim,Engenharia,9.0,Baixa,4.0,Cat_6
462861,Feminino,Não,30,Sim,Enfermagem,8.0,Baixa,1.0,Cat_6
462866,Masculino,Sim,61,Sim,Medicina,1.0,Baixa,1.0,Cat_6
462868,Masculino,Sim,43,Não,Entretenimento,0.0,Média,4.0,Cat_4
462869,Masculino,Não,25,Sim,Medicina,8.0,Baixa,1.0,Cat_6
462871,Masculino,Sim,46,Não,Entretenimento,0.0,Média,3.0,Cat_6
462872,Feminino,Sim,53,Não,Engenharia,12.0,Baixa,2.0,Cat_3
462874,Masculino,Sim,55,Sim,Medicina,0.0,Alta,2.0,Cat_6
462887,Feminino,Sim,42,Não,Engenharia,0.0,Baixa,3.0,Cat_6
462890,Feminino,Não,26,Sim,Marketing,11.0,Baixa,1.0,Cat_6
462891,Masculino,Não,29,Não,Enfermagem,0.0,Baixa,3.0,Cat_6
462894,Masculino,Sim,39,Sim,Artista,4.0,Média,4.0,Cat_3
462900,Masculino,Sim,38,Sim,Artista,1.0,Média,3.0,Cat_6
462903,Masculino,Sim,69,Sim,Entretenimento,,Média,2.0,Cat_6
462905,Feminino,Não,25,Não,Artista,6.0,Baixa,3.0,Cat_6
462914,Feminino,Não,26,Sim,Artista,4.0,Baixa,4.0,Cat_6
462920,Masculino,Sim,51,Não,Empreendedorismo,0.0,Alta,5.0,Cat_6
462923,Masculino,Sim,30,Não,Responsável pela Casa,8.0,Média,2.0,Cat_6
462925,Feminino,Sim,28,Não,Responsável pela Casa,,Média,2.0,Cat_3
462927,Feminino,Não,33,Não,Responsável pela Casa,8.0,Baixa,2.0,Cat_6
462936,Feminino,Não,41,Sim,Engenharia,,Baixa,1.0,Cat_6
462941,Masculino,Não,71,Não,Direito,,Baixa,2.0,Cat_6
462944,Masculino,Sim,42,Sim,Empreendedorismo,5.0,Alta,3.0,Cat_6
462951,Masculino,Sim,71,Sim,Direito,2.0,Baixa,1.0,Cat_6
462956,Masculino,Sim,35,Não,Artista,6.0,Média,5.0,Cat_6
462958,Masculino,Não,28,Não,Marketing,0.0,Baixa,5.0,Cat_6
462963,Masculino,Sim,31,Sim,Artista,1.0,Média,2.0,Cat_3
462966,Masculino,Sim,43,Sim,Artista,2.0,Média,3.0,Cat_6
462968,Feminino,Sim,77,Não,Direito,0.0,Alta,2.0,Cat_6
462971,Feminino,Sim,71,Sim,Engenharia,0.0,Baixa,1.0,Cat_6
462976,Feminino,Sim,47,Sim,Engenharia,0.0,Média,2.0,Cat_6
462981,Feminino,Não,26,Não,Responsável pela Casa,9.0,Baixa,1.0,Cat_6
462982,Masculino,Sim,40,Não,Medicina,4.0,Média,4.0,Cat_6
462983,Feminino,Sim,72,Sim,Direito,0.0,Alta,2.0,Cat_6
462984,Feminino,Sim,73,Sim,Artista,1.0,Alta,2.0,Cat_6
462986,Masculino,Não,26,Sim,Enfermagem,1.0,Baixa,6.0,Cat_3
462992,Feminino,Sim,57,Sim,Engenharia,,Alta,3.0,Cat_3
462993,Masculino,Sim,30,Não,Artista,,Média,3.0,Cat_6
462994,Feminino,Sim,36,Não,Artista,,Média,3.0,Cat_6
462998,Masculino,Sim,52,Não,Entretenimento,10.0,Média,4.0,Cat_6
463003,Masculino,Sim,42,Sim,Artista,3.0,Média,2.0,Cat_6
463012,Masculino,Sim,52,Não,Engenharia,,Baixa,1.0,Cat_6
463020,Masculino,Sim,28,Sim,Artista,0.0,Média,3.0,Cat_1
463023,Feminino,Sim,43,Não,Responsável pela Casa,7.0,Baixa,1.0,Cat_6
463024,Masculino,Não,43,Sim,Artista,,Baixa,1.0,Cat_6
463028,Masculino,Não,25,Não,Medicina,0.0,Baixa,4.0,Cat_6
463030,Masculino,Sim,52,Sim,Empreendedorismo,1.0,Alta,3.0,Cat_6
463034,Feminino,Não,28,Sim,Responsável pela Casa,9.0,Baixa,1.0,Cat_6
463037,Masculino,Sim,56,Sim,Entretenimento,0.0,Média,4.0,Cat_6
463039,Masculino,Sim,38,Não,Empreendedorismo,12.0,Alta,7.0,Cat_6
463040,Masculino,Sim,83,Não,Direito,1.0,Alta,2.0,Cat_6
463044,Masculino,Sim,82,Sim,Direito,,Alta,2.0,Cat_6
463047,Masculino,Sim,32,Sim,Responsável pela Casa,8.0,Baixa,,Cat_6
463051,Feminino,Não,35,Sim,Responsável pela Casa,12.0,Baixa,1.0,Cat_6
463052,Masculino,Sim,40,Sim,Marketing,0.0,Baixa,2.0,Cat_6
463058,Feminino,Não,25,Sim,Responsável pela Casa,13.0,Baixa,1.0,
463062,Feminino,Sim,39,Sim,Artista,,Média,3.0,Cat_6
463069,Masculino,Não,25,Sim,Artista,7.0,Baixa,1.0,Cat_6
463075,Masculino,Sim,52,Sim,Artista,0.0,Baixa,4.0,Cat_6
463080,Masculino,Não,33,Não,Artista,0.0,Baixa,4.0,Cat_5
463083,Masculino,Não,28,Sim,Artista,6.0,Baixa,3.0,Cat_6
463085,Feminino,Não,43,Sim,Artista,0.0,Baixa,1.0,Cat_6
463086,Masculino,Não,30,Sim,Artista,8.0,Baixa,,Cat_5
463088,Feminino,Sim,84,Sim,Direito,1.0,Alta,2.0,Cat_6
463089,Masculino,Sim,48,Sim,Empreendedorismo,6.0,Alta,4.0,Cat_6
463090,Feminino,Sim,55,Não,Engenharia,3.0,Média,2.0,Cat_6
463091,Feminino,Sim,37,Sim,Responsável pela Casa,8.0,Baixa,1.0,Cat_6
463094,Masculino,Sim,38,Sim,Engenharia,11.0,Média,3.0,Cat_6
463096,Feminino,Não,28,Sim,Medicina,,Baixa,3.0,Cat_6
463099,Masculino,Sim,86,Sim,Direito,,Baixa,1.0,Cat_6
463100,Feminino,Não,35,Não,Responsável pela Casa,9.0,Baixa,1.0,Cat_6
463102,Masculino,Não,35,Não,Entretenimento,0.0,Baixa,2.0,Cat_6
463104,Feminino,Sim,46,Não,Direito,0.0,Baixa,1.0,Cat_6
463106,Feminino,Sim,79,Sim,Direito,0.0,Baixa,1.0,Cat_6
463108,Masculino,Sim,63,Sim,Direito,5.0,Alta,2.0,Cat_6
463118,Feminino,Sim,50,Sim,Medicina,,Alta,3.0,Cat_6
463120,Feminino,Não,35,Sim,Entretenimento,0.0,Baixa,1.0,Cat_6
463129,Masculino,Sim,65,Não,Medicina,,Baixa,1.0,Cat_6
463133,Masculino,Sim,50,Não,Artista,0.0,Média,4.0,Cat_6
463138,Feminino,Não,27,Não,Responsável pela Casa,,Baixa,,Cat_3
463144,Masculino,Sim,45,Sim,Empreendedorismo,0.0,Alta,3.0,Cat_6
463145,Feminino,Não,36,Sim,Responsável pela Casa,0.0,Baixa,4.0,Cat_6
463146,Masculino,Sim,43,Não,Entretenimento,11.0,Média,2.0,Cat_6
463148,Masculino,Sim,62,Sim,Marketing,1.0,Alta,5.0,Cat_6
463149,Masculino,Sim,57,Sim,Artista,2.0,Média,2.0,Cat_6
463150,Masculino,Não,51,Não,Marketing,9.0,Baixa,1.0,Cat_6
463151,Masculino,Sim,59,Sim,Artista,0.0,Baixa,1.0,Cat_3
463154,Feminino,Sim,27,Não,Artista,0.0,Baixa,4.0,Cat_6
463156,Feminino,Sim,83,Não,Direito,,Alta,2.0,Cat_6
463157,Masculino,Sim,50,Sim,Entretenimento,6.0,Baixa,3.0,Cat_6
463158,Masculino,Sim,75,Sim,Empreendedorismo,1.0,Alta,3.0,Cat_6
463163,Masculino,Não,28,Não,Empreendedorismo,2.0,Baixa,2.0,Cat_3
463164,Masculino,Sim,39,Sim,Artista,9.0,Média,2.0,Cat_6
463165,Feminino,Sim,69,Sim,Medicina,0.0,Média,2.0,Cat_6
463166,Feminino,Não,41,Sim,Artista,1.0,Baixa,1.0,Cat_4
463170,Feminino,,28,Sim,Enfermagem,0.0,Baixa,5.0,Cat_3
463171,Feminino,Sim,39,Não,Entretenimento,1.0,Alta,3.0,Cat_3
463173,Masculino,Não,47,Sim,Artista,0.0,Baixa,1.0,Cat_3
463174,Feminino,Sim,62,Sim,Engenharia,1.0,Baixa,1.0,Cat_3
463175,Feminino,,41,Não,Engenharia,0.0,Baixa,4.0,Cat_3
463181,Masculino,Sim,49,Sim,Medicina,5.0,Média,3.0,Cat_5
463187,Feminino,Sim,52,Sim,Artista,8.0,Baixa,2.0,Cat_6
463192,Feminino,Sim,48,Não,Entretenimento,2.0,Média,,Cat_4
463195,Feminino,Não,26,Sim,Enfermagem,7.0,Baixa,2.0,Cat_3
463196,Feminino,Sim,72,Sim,Engenharia,1.0,Baixa,1.0,Cat_6
463199,Feminino,Sim,47,Sim,Artista,0.0,Baixa,3.0,Cat_4
463201,Feminino,Não,19,Não,Enfermagem,1.0,Baixa,2.0,Cat_4
463203,Feminino,Não,21,Não,Enfermagem,1.0,Baixa,3.0,Cat_7
463204,Masculino,Não,39,Não,Entretenimento,1.0,Baixa,1.0,Cat_6
463209,Feminino,Não,52,Sim,Artista,0.0,Baixa,1.0,Cat_6
463218,Masculino,Sim,37,Não,Entretenimento,8.0,Média,3.0,Cat_6
463219,Masculino,Sim,51,Não,Entretenimento,0.0,Baixa,2.0,Cat_6
463220,Masculino,Sim,48,Não,Engenharia,1.0,Média,3.0,Cat_6
463221,Masculino,Não,22,Não,Enfermagem,,Baixa,3.0,Cat_6
463224,Masculino,Sim,47,Sim,Empreendedorismo,1.0,Alta,4.0,Cat_6
463240,Feminino,Sim,45,Não,Engenharia,0.0,Média,3.0,Cat_6
463242,Feminino,Não,29,Não,Engenharia,5.0,Baixa,2.0,Cat_6
463244,Feminino,Sim,47,Não,Medicina,1.0,Baixa,1.0,Cat_6
463245,Masculino,Sim,41,Sim,Entretenimento,8.0,Média,2.0,Cat_6
463248,Feminino,Sim,32,Não,Responsável pela Casa,9.0,Média,4.0,Cat_2
463251,Masculino,Sim,31,Não,Marketing,2.0,Baixa,3.0,Cat_6
463256,Masculino,Não,20,Não,Marketing,1.0,Baixa,3.0,Cat_6
463258,Feminino,Sim,46,Sim,Artista,0.0,Média,3.0,Cat_6
463260,Masculino,Sim,70,Sim,Direito,3.0,Baixa,1.0,Cat_6
463265,Masculino,Sim,65,Sim,Artista,1.0,Média,3.0,Cat_6
463266,Feminino,Sim,68,,Artista,1.0,Média,2.0,Cat_6
463267,Masculino,Sim,29,Não,Responsável pela Casa,9.0,Baixa,1.0,Cat_4
463269,Masculino,Sim,41,Sim,Entretenimento,3.0,Média,2.0,Cat_3
463270,Masculino,Sim,50,Não,Empreendedorismo,0.0,Baixa,5.0,
463273,Masculino,Sim,38,Sim,Entretenimento,9.0,Média,2.0,Cat_3
463276,Masculino,Sim,37,Não,Empreendedorismo,,Média,2.0,Cat_3
463277,Feminino,Sim,30,Não,Engenharia,6.0,Baixa,2.0,Cat_3
463278,Feminino,Sim,63,Sim,Engenharia,1.0,Baixa,1.0,Cat_3
463280,Masculino,Sim,42,Sim,Artista,6.0,Média,2.0,Cat_3
463292,Masculino,Sim,41,Não,Empreendedorismo,0.0,Alta,3.0,Cat_6
463302,Feminino,Sim,60,Sim,Engenharia,,Alta,4.0,Cat_6
463308,Masculino,Sim,46,Sim,Engenharia,1.0,Baixa,2.0,Cat_3
463316,Feminino,Sim,83,Não,Direito,0.0,Alta,2.0,Cat_6
463323,Masculino,Sim,27,Sim,Enfermagem,3.0,Baixa,2.0,Cat_6
463324,Feminino,Não,22,Não,Enfermagem,1.0,Baixa,4.0,Cat_2
463330,Masculino,Não,20,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
463332,Feminino,Sim,40,Sim,Engenharia,0.0,Baixa,2.0,Cat_6
463334,Feminino,Não,28,Sim,Medicina,0.0,Baixa,6.0,Cat_4
463335,Masculino,Não,28,Sim,Medicina,,Baixa,1.0,Cat_4
463338,Masculino,Sim,28,Não,Entretenimento,0.0,Baixa,2.0,Cat_3
463340,Feminino,Não,20,Não,Enfermagem,0.0,Baixa,4.0,Cat_3
463341,Feminino,Sim,53,Não,Engenharia,0.0,Média,6.0,Cat_3
463348,Feminino,Sim,35,Sim,Medicina,0.0,Baixa,2.0,Cat_6
463351,Feminino,Não,21,,Enfermagem,3.0,Baixa,4.0,Cat_5
463356,Masculino,Não,30,Sim,Enfermagem,6.0,Baixa,4.0,Cat_2
463360,Feminino,Sim,46,Sim,Artista,2.0,Baixa,1.0,Cat_6
463367,Feminino,Não,36,Sim,Engenharia,3.0,Baixa,4.0,Cat_2
463368,Feminino,Sim,38,Sim,Artista,4.0,Alta,3.0,Cat_2
463372,Feminino,Sim,26,Não,Marketing,1.0,Média,2.0,
463375,Feminino,Sim,45,Sim,Medicina,1.0,Baixa,1.0,Cat_4
463376,Feminino,Sim,46,Sim,Empreendedorismo,5.0,Alta,2.0,Cat_6
463378,Masculino,Não,25,Sim,Medicina,0.0,Baixa,1.0,Cat_3
463379,Masculino,Não,27,Não,Marketing,0.0,Baixa,7.0,Cat_6
463386,Feminino,Sim,42,Sim,Medicina,6.0,Baixa,1.0,Cat_3
463387,Masculino,,20,Não,Marketing,3.0,Baixa,2.0,Cat_3
463391,Masculino,Sim,55,Sim,Medicina,6.0,Baixa,1.0,Cat_3
463395,Masculino,Não,25,Não,Marketing,,Baixa,1.0,Cat_6
463404,Masculino,Sim,27,Não,Medicina,,Alta,2.0,Cat_3
463406,Masculino,Não,31,Não,Marketing,0.0,Baixa,4.0,Cat_3
463409,Feminino,Sim,38,Não,Entretenimento,6.0,Média,5.0,Cat_2
463411,Masculino,Sim,43,Sim,Entretenimento,,Média,2.0,Cat_6
463420,Feminino,Sim,59,Sim,Artista,2.0,Alta,3.0,Cat_6
463423,Masculino,Sim,61,Não,Empreendedorismo,1.0,Média,3.0,Cat_6
463427,Feminino,Sim,27,Sim,Engenharia,1.0,Baixa,2.0,Cat_6
463428,Masculino,Sim,26,Não,Empreendedorismo,1.0,Alta,5.0,Cat_6
463431,Masculino,Sim,39,Sim,Artista,,Média,4.0,Cat_4
463437,Masculino,Sim,51,Sim,Artista,0.0,Média,3.0,Cat_6
463438,Masculino,Sim,47,Não,Entretenimento,0.0,Média,3.0,Cat_6
463443,Masculino,Sim,52,Sim,Artista,1.0,Média,4.0,Cat_6
463444,Masculino,Sim,59,Sim,Direito,,Alta,2.0,Cat_6
463447,Masculino,Sim,57,Não,Engenharia,1.0,Média,2.0,Cat_6
463452,Feminino,Sim,86,Sim,Direito,1.0,Alta,2.0,Cat_6
463460,Masculino,Sim,49,Sim,Artista,,Média,2.0,Cat_6
463461,Masculino,Não,30,Não,Medicina,,Baixa,4.0,Cat_4
463462,Feminino,Sim,43,Não,Engenharia,0.0,Média,4.0,Cat_6
463470,Masculino,Não,19,Não,Enfermagem,,Baixa,5.0,Cat_2
463472,Masculino,Não,20,Não,Enfermagem,,Baixa,4.0,Cat_6
463473,Masculino,Não,19,Não,Enfermagem,,Baixa,3.0,Cat_6
463475,Feminino,Sim,43,Sim,Medicina,0.0,Baixa,1.0,Cat_6
463477,Masculino,Não,31,Não,Enfermagem,0.0,Baixa,4.0,Cat_4
463483,Masculino,Sim,30,Não,Empreendedorismo,1.0,Alta,2.0,Cat_6
463491,Masculino,Sim,27,Sim,Medicina,8.0,Média,3.0,Cat_6
463493,Masculino,Sim,36,Sim,Empreendedorismo,,Alta,4.0,Cat_6
463499,Masculino,Sim,47,Sim,Empreendedorismo,0.0,Baixa,2.0,Cat_6
463500,Masculino,Sim,35,Sim,Empreendedorismo,1.0,Alta,4.0,Cat_6
463503,Masculino,Sim,25,Sim,Entretenimento,0.0,Baixa,2.0,Cat_7
463508,Feminino,Sim,25,Não,Artista,0.0,Baixa,3.0,Cat_6
463509,Masculino,Não,38,Não,Artista,1.0,Baixa,1.0,Cat_3
463512,Feminino,Não,32,Não,Engenharia,0.0,Baixa,3.0,Cat_6
463516,Masculino,Sim,48,Não,Empreendedorismo,1.0,Alta,6.0,Cat_6
463527,Feminino,Não,38,Não,Artista,10.0,Baixa,1.0,Cat_6
463528,Masculino,Sim,70,Não,Empreendedorismo,,Alta,2.0,Cat_6
463529,Masculino,Não,42,Sim,Marketing,,Baixa,1.0,Cat_6
463533,Feminino,Sim,85,Sim,Artista,1.0,Alta,2.0,Cat_2
463537,Feminino,Não,25,Sim,Enfermagem,1.0,Baixa,3.0,Cat_6
463545,Feminino,Não,31,Sim,Medicina,1.0,Baixa,2.0,Cat_4
463548,Feminino,Não,20,Não,Enfermagem,3.0,Baixa,4.0,Cat_4
463550,Feminino,Sim,37,Sim,Artista,0.0,Média,2.0,Cat_4
463553,Masculino,Não,33,Sim,Artista,8.0,Baixa,2.0,Cat_6
463554,Feminino,Não,52,Não,Artista,5.0,Baixa,1.0,Cat_6
463557,Masculino,Não,26,Sim,Medicina,0.0,Baixa,3.0,Cat_6
463560,Feminino,Não,21,Não,Enfermagem,9.0,Baixa,5.0,Cat_4
463561,Feminino,Não,42,Sim,Engenharia,0.0,Baixa,1.0,Cat_6
463566,Feminino,Sim,35,Sim,Responsável pela Casa,,Média,4.0,Cat_2
463572,Masculino,Sim,39,Sim,Artista,0.0,Média,4.0,Cat_6
463577,Feminino,Sim,41,Sim,Medicina,1.0,Média,2.0,Cat_6
463586,Feminino,Não,18,Não,Enfermagem,1.0,Baixa,5.0,Cat_6
463588,Masculino,Não,22,Não,Enfermagem,0.0,Baixa,1.0,Cat_6
463598,Feminino,Sim,25,Não,Engenharia,2.0,Baixa,2.0,Cat_6
463601,Feminino,Não,20,Não,Enfermagem,4.0,Baixa,5.0,
463603,Feminino,Não,18,Não,Entretenimento,0.0,Baixa,4.0,Cat_2
463605,Feminino,Não,20,Não,Enfermagem,1.0,Baixa,5.0,Cat_5
463606,Masculino,Não,21,Não,Marketing,0.0,Baixa,4.0,Cat_2
