codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia,v1,segmentacao
466744,Feminino,Sim,52,Sim,Artista,1.0,Média,3.0,Cat_6,C
461821,Feminino,Não,28,Não,Medicina,0.0,Baixa,4.0,Cat_6,C
463993,Feminino,Sim,37,Sim,Artista,5.0,Média,2.0,Cat_6,B
467779,Masculino,Sim,53,Sim,Medicina,2.0,Média,3.0,Cat_6,C
461144,Feminino,Não,23,Não,Direito,0.0,Baixa,6.0,Cat_3,B
464308,Feminino,Sim,75,Sim,Direito,0.0,Alta,2.0,Cat_6,B
459819,Masculino,Sim,71,Sim,Entretenimento,,Alta,2.0,Cat_6,B
464509,Masculino,Sim,53,Sim,Artista,0.0,Alta,4.0,Cat_6,C
464061,Masculino,Sim,30,Sim,Artista,12.0,Média,2.0,Cat_6,B
466064,Feminino,Sim,31,Não,Entretenimento,0.0,Média,2.0,Cat_3,A
461999,Masculino,Não,27,Sim,Medicina,0.0,Baixa,5.0,Cat_6,B
466913,Masculino,Sim,65,Sim,Direito,0.0,Baixa,1.0,Cat_6,A
462627,Masculino,Sim,27,Não,Entretenimento,,Média,3.0,Cat_4,D
465765,Masculino,Sim,52,Não,Entretenimento,0.0,Média,2.0,Cat_4,B
460245,Feminino,Sim,52,Sim,Artista,3.0,Baixa,2.0,,B
460158,Feminino,Não,51,Não,Engenharia,8.0,Baixa,6.0,Cat_4,D
460703,Feminino,Sim,30,Sim,Engenharia,8.0,Média,5.0,Cat_4,D
465625,Masculino,Não,42,Sim,Artista,11.0,Baixa,2.0,Cat_6,C
466857,Feminino,Não,19,Não,Enfermagem,9.0,Baixa,8.0,Cat_5,D
466828,Masculino,Sim,50,Sim,Empreendedorismo,0.0,Alta,4.0,Cat_6,B
464679,Masculino,Sim,41,Sim,Artista,0.0,Média,4.0,Cat_4,C
464145,Feminino,Não,36,Não,Engenharia,14.0,Baixa,4.0,Cat_6,D
465543,Feminino,Sim,43,Sim,Enfermagem,0.0,Média,2.0,Cat_3,A
467630,Masculino,Sim,85,Não,Direito,0.0,Baixa,1.0,Cat_6,D
465726,Masculino,Não,70,Não,,,Baixa,4.0,Cat_4,D
466218,Feminino,,22,Não,Enfermagem,5.0,Baixa,4.0,Cat_2,D
459645,Masculino,Sim,43,Sim,Artista,,Média,2.0,Cat_6,B
465521,Feminino,Sim,47,Sim,Artista,1.0,Média,2.0,Cat_7,C
460300,Feminino,Sim,60,Sim,Direito,0.0,Baixa,2.0,Cat_6,D
466821,Masculino,Não,30,Sim,Enfermagem,0.0,Baixa,,Cat_1,D
466367,Feminino,Não,37,Sim,Medicina,5.0,Baixa,1.0,Cat_2,B
464898,Masculino,Não,31,Sim,Enfermagem,0.0,Baixa,2.0,Cat_4,C
459477,Feminino,Não,36,Não,Engenharia,,Baixa,2.0,Cat_6,D
464698,Masculino,Sim,82,Sim,Direito,0.0,Baixa,,Cat_4,A
467129,Feminino,,49,Não,Marketing,1.0,Média,3.0,Cat_4,A
462712,Masculino,Não,33,Sim,Responsável pela Casa,,Baixa,1.0,Cat_6,D
465632,Masculino,Não,37,Sim,Artista,4.0,Baixa,7.0,Cat_7,A
460735,Masculino,Sim,35,Sim,Engenharia,1.0,Média,4.0,Cat_3,A
467812,Masculino,Não,50,Sim,Artista,1.0,Baixa,1.0,Cat_2,B
464950,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,4.0,Cat_4,D
459562,Masculino,Sim,59,Não,Entretenimento,1.0,Média,2.0,Cat_7,C
464839,Feminino,Não,20,Não,Enfermagem,1.0,Baixa,5.0,Cat_4,D
465959,Feminino,Não,49,Sim,Engenharia,9.0,Baixa,1.0,Cat_6,A
463624,Masculino,Sim,62,Sim,Empreendedorismo,0.0,Alta,4.0,Cat_6,C
466227,Masculino,Sim,61,Sim,Artista,0.0,Média,5.0,Cat_6,C
463056,Masculino,Sim,43,Sim,Responsável pela Casa,,Média,2.0,Cat_4,A
465334,Feminino,Sim,41,Não,Marketing,5.0,Média,3.0,Cat_6,A
460595,Masculino,Sim,21,Não,Medicina,1.0,Baixa,3.0,Cat_3,D
461618,Feminino,Sim,42,Sim,Artista,,Alta,3.0,Cat_6,C
464955,Feminino,Sim,38,Não,Engenharia,1.0,Média,6.0,Cat_4,B
459642,Masculino,Sim,36,Sim,Empreendedorismo,,Alta,4.0,Cat_6,B
460844,Masculino,Sim,51,Sim,Enfermagem,,Baixa,2.0,Cat_6,A
463188,Feminino,Sim,48,Sim,Artista,2.0,Baixa,2.0,Cat_6,C
463889,Feminino,Não,29,Sim,Responsável pela Casa,,Baixa,1.0,Cat_1,D
459509,Masculino,Não,30,Sim,Enfermagem,1.0,Baixa,1.0,Cat_6,D
460211,Masculino,Sim,25,,Artista,6.0,Baixa,1.0,Cat_6,A
464838,Masculino,Não,19,Não,Enfermagem,0.0,Baixa,4.0,Cat_2,D
462134,Masculino,Sim,88,Não,Direito,1.0,Baixa,1.0,,D
464635,Masculino,Sim,43,Sim,Enfermagem,1.0,Alta,4.0,Cat_4,B
465213,Masculino,Sim,38,Sim,Entretenimento,2.0,Média,2.0,Cat_6,B
460317,Masculino,Não,32,Não,Medicina,10.0,Baixa,2.0,Cat_6,D
460196,Feminino,Não,38,Sim,Enfermagem,8.0,Baixa,2.0,Cat_6,D
463643,Feminino,Não,43,Sim,Artista,0.0,Baixa,3.0,Cat_6,A
459285,Masculino,Não,76,Sim,Direito,0.0,Baixa,2.0,Cat_6,A
464558,Masculino,Não,30,Sim,Enfermagem,9.0,Baixa,5.0,Cat_6,D
463950,Masculino,Não,31,Não,Enfermagem,1.0,Baixa,4.0,Cat_7,D
464657,Masculino,Não,23,Não,Enfermagem,0.0,Baixa,3.0,Cat_3,D
461922,Masculino,Sim,70,Não,Direito,0.0,Alta,3.0,Cat_1,B
465421,Feminino,Não,25,Não,Engenharia,1.0,Baixa,1.0,Cat_4,A
463617,Masculino,Não,29,Não,Marketing,1.0,Baixa,2.0,Cat_6,D
461574,Feminino,Sim,50,Sim,Artista,1.0,Média,3.0,Cat_6,C
467638,Masculino,Sim,71,Sim,Artista,1.0,Média,2.0,Cat_6,C
460762,Feminino,Não,18,Não,Enfermagem,0.0,Baixa,5.0,Cat_4,D
467568,Masculino,Não,42,Sim,Artista,8.0,Baixa,,Cat_6,A
462623,Masculino,Não,35,Não,Enfermagem,,Baixa,1.0,Cat_4,D
459762,Feminino,Sim,45,Sim,Artista,8.0,Média,2.0,,B
460408,Feminino,Não,41,Sim,Artista,2.0,Baixa,1.0,Cat_6,A
461089,Masculino,Não,20,Não,Marketing,0.0,Baixa,3.0,Cat_3,B
466866,Masculino,Sim,27,Não,Entretenimento,14.0,Média,2.0,Cat_6,A
467781,Masculino,Sim,27,Sim,Enfermagem,1.0,Alta,2.0,Cat_6,D
467867,Feminino,Não,18,Não,Enfermagem,0.0,Baixa,4.0,Cat_4,D
459309,Feminino,Sim,41,Sim,Artista,9.0,Alta,2.0,Cat_2,B
465040,Masculino,Sim,67,Não,Direito,1.0,Média,2.0,Cat_6,A
462387,Feminino,Sim,28,Sim,Artista,0.0,Baixa,2.0,Cat_7,A
459621,Feminino,Não,29,Não,Enfermagem,8.0,Baixa,,,D
463646,Masculino,Sim,45,Não,Artista,1.0,Média,4.0,Cat_6,B
462810,Masculino,Sim,36,Não,Empreendedorismo,8.0,Alta,4.0,Cat_6,C
460065,Feminino,Sim,79,Sim,Artista,,Média,2.0,Cat_6,C
463999,Feminino,Não,33,Não,Engenharia,1.0,Baixa,3.0,Cat_6,C
461785,Feminino,Sim,87,Sim,Artista,1.0,Média,2.0,Cat_6,C
461238,Feminino,Sim,52,Sim,Artista,3.0,Baixa,1.0,Cat_6,A
464200,Feminino,Não,32,Não,Enfermagem,1.0,Baixa,3.0,Cat_6,D
465819,Feminino,Não,42,Sim,Engenharia,1.0,Baixa,7.0,Cat_4,A
462018,Masculino,Não,22,Não,Enfermagem,8.0,Baixa,5.0,Cat_2,D
459275,Feminino,Não,18,Não,Medicina,2.0,Baixa,4.0,Cat_6,D
461498,Feminino,Não,26,Não,Medicina,1.0,Baixa,4.0,Cat_2,D
461894,Feminino,Sim,66,Sim,Artista,0.0,Média,2.0,Cat_6,C
461176,Feminino,Sim,66,Não,Engenharia,6.0,Média,4.0,Cat_5,B
460759,Masculino,Sim,69,Não,Direito,1.0,Baixa,2.0,Cat_1,B
460570,Masculino,Não,25,Sim,Marketing,,Baixa,5.0,Cat_3,C
463928,Masculino,Sim,55,Sim,Artista,1.0,Baixa,2.0,Cat_6,A
465753,Feminino,Sim,49,Sim,Artista,6.0,Baixa,2.0,Cat_6,C
467354,Masculino,Sim,61,Sim,Medicina,3.0,Baixa,2.0,Cat_6,A
467326,Feminino,Não,47,Sim,Artista,0.0,Baixa,1.0,Cat_1,C
461331,Masculino,Sim,59,Sim,Empreendedorismo,0.0,Alta,5.0,Cat_6,C
462744,Masculino,Sim,38,Sim,Artista,3.0,Média,4.0,Cat_6,B
461436,Masculino,Sim,55,Sim,Artista,8.0,Média,2.0,Cat_2,C
463057,Feminino,Não,25,Não,Responsável pela Casa,1.0,Baixa,1.0,Cat_2,D
467609,Masculino,Não,36,Não,Artista,2.0,Baixa,4.0,Cat_6,A
466451,Masculino,Sim,41,Sim,Entretenimento,0.0,Baixa,1.0,Cat_6,A
463680,Feminino,Não,39,Não,Engenharia,1.0,Baixa,3.0,Cat_3,A
463589,Feminino,Não,20,Não,Enfermagem,1.0,Baixa,3.0,Cat_6,D
460459,Feminino,Não,33,Não,Engenharia,0.0,Baixa,5.0,Cat_3,D
459128,Feminino,Sim,78,Não,Direito,0.0,Alta,3.0,Cat_6,B
464957,Feminino,Sim,87,Não,Direito,0.0,Baixa,1.0,Cat_4,A
464835,Masculino,Não,19,Não,Enfermagem,1.0,Baixa,6.0,Cat_4,D
466428,Feminino,Não,23,Não,,0.0,Baixa,2.0,Cat_6,D
466210,Feminino,Sim,60,Sim,Artista,1.0,Alta,4.0,Cat_6,C
462351,Masculino,Sim,77,Não,Direito,1.0,Alta,2.0,Cat_6,C
460015,Feminino,Sim,43,Não,Entretenimento,5.0,Baixa,1.0,Cat_3,D
463355,Feminino,Sim,51,Sim,Artista,6.0,Média,3.0,Cat_6,C
465354,Masculino,Não,18,Não,Medicina,0.0,Baixa,5.0,Cat_2,C
464373,Feminino,Não,46,Sim,Artista,0.0,Baixa,2.0,Cat_6,B
459611,Feminino,Não,20,Não,Enfermagem,1.0,Baixa,5.0,Cat_6,D
466487,Feminino,Não,27,Sim,Enfermagem,0.0,Baixa,5.0,Cat_4,A
462166,Masculino,Sim,26,Sim,Artista,0.0,Baixa,2.0,Cat_1,C
461056,Feminino,Sim,57,Sim,Artista,0.0,Alta,3.0,Cat_3,C
461488,Masculino,Sim,53,Sim,Artista,6.0,Média,2.0,Cat_6,C
465745,Masculino,Sim,38,Sim,Artista,2.0,Baixa,2.0,Cat_6,C
464415,Masculino,Sim,41,Não,Medicina,1.0,Baixa,3.0,Cat_6,A
462727,Feminino,Sim,81,Não,Direito,0.0,Alta,2.0,Cat_6,A
463268,Feminino,Sim,38,Não,Engenharia,0.0,Baixa,3.0,Cat_4,A
462085,Feminino,Não,30,Sim,Enfermagem,0.0,Baixa,1.0,Cat_6,D
465226,Masculino,Sim,37,Não,Entretenimento,2.0,Baixa,3.0,Cat_6,A
461465,Masculino,Sim,28,Sim,Artista,9.0,Média,2.0,Cat_6,A
461409,Masculino,Sim,43,Não,Artista,1.0,Alta,3.0,Cat_6,B
467791,Masculino,Não,21,Não,Medicina,0.0,Baixa,5.0,Cat_7,D
463761,Masculino,Sim,33,Sim,Artista,1.0,Média,3.0,Cat_6,A
466098,Masculino,Sim,78,Sim,Direito,1.0,Alta,2.0,Cat_6,A
460471,Feminino,Não,18,Não,,0.0,Baixa,6.0,Cat_4,D
465783,Masculino,Não,23,Não,Enfermagem,1.0,Baixa,5.0,Cat_3,D
467796,Feminino,Não,27,Não,Enfermagem,9.0,Baixa,2.0,Cat_6,A
464859,Feminino,Sim,45,Sim,Artista,1.0,Média,3.0,Cat_6,B
467386,Masculino,Não,31,Não,Medicina,0.0,Baixa,1.0,Cat_6,D
461984,Masculino,Sim,42,Sim,Artista,2.0,Média,2.0,Cat_6,C
467205,Feminino,Não,37,Sim,Enfermagem,1.0,Baixa,3.0,Cat_6,C
464525,Masculino,Não,33,Sim,Entretenimento,9.0,Baixa,2.0,Cat_6,D
467103,Masculino,Não,32,Sim,Enfermagem,1.0,Baixa,3.0,Cat_6,A
461067,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,3.0,Cat_3,D
462569,Feminino,Não,32,Não,Medicina,7.0,Baixa,4.0,Cat_3,D
462069,Masculino,Sim,36,Sim,Artista,0.0,Média,2.0,Cat_6,B
465614,Masculino,Sim,43,Sim,Artista,9.0,Baixa,2.0,Cat_6,C
464822,Masculino,Sim,37,Não,Entretenimento,,Média,3.0,Cat_4,A
460252,Masculino,Sim,41,Sim,Artista,0.0,Baixa,2.0,Cat_6,A
466603,Masculino,Sim,41,Sim,Engenharia,1.0,Média,2.0,Cat_6,C
462884,Feminino,Sim,55,Não,Artista,1.0,Baixa,2.0,Cat_3,B
462418,Masculino,Sim,61,Não,Engenharia,9.0,Média,4.0,Cat_6,C
465699,Feminino,Não,38,Não,Artista,13.0,Baixa,2.0,Cat_4,D
466488,Masculino,Sim,62,Sim,Entretenimento,0.0,Média,6.0,Cat_6,C
462783,Feminino,Não,33,Não,Marketing,0.0,Baixa,4.0,Cat_3,D
467063,Masculino,Sim,53,Sim,Entretenimento,1.0,Média,2.0,Cat_6,B
461919,Masculino,Não,38,Sim,Medicina,0.0,Baixa,3.0,Cat_6,A
461844,Masculino,Sim,51,Não,Artista,2.0,Média,4.0,Cat_7,C
460600,Feminino,Não,41,Sim,Artista,2.0,Baixa,,Cat_3,A
462636,Feminino,Sim,36,Não,Marketing,,Baixa,4.0,Cat_4,D
464981,Masculino,Sim,45,Sim,Artista,0.0,Média,4.0,Cat_6,C
466034,Feminino,Sim,71,Não,Engenharia,2.0,Baixa,1.0,Cat_6,B
461078,Feminino,Não,26,Não,Responsável pela Casa,0.0,Baixa,6.0,Cat_3,A
465664,Feminino,Sim,84,Sim,Direito,1.0,Baixa,1.0,Cat_6,A
467037,Masculino,Sim,56,Não,Direito,0.0,Alta,2.0,Cat_6,C
465474,Masculino,Não,27,Não,Marketing,8.0,Baixa,4.0,Cat_4,D
459158,Masculino,Não,36,Não,Engenharia,3.0,Baixa,3.0,Cat_6,D
461545,Feminino,Sim,70,Sim,Artista,1.0,Baixa,3.0,Cat_7,B
463819,Masculino,Sim,25,,Artista,8.0,Baixa,,Cat_6,A
464397,Feminino,Sim,40,Sim,Engenharia,0.0,Média,2.0,Cat_6,C
464003,Masculino,Não,22,Não,Enfermagem,0.0,Baixa,4.0,Cat_2,D
466221,Masculino,Sim,48,Sim,Artista,4.0,Baixa,1.0,Cat_6,B
465172,Feminino,Sim,41,Sim,Artista,9.0,Média,2.0,Cat_6,C
460621,Masculino,Sim,77,Sim,Direito,0.0,Baixa,2.0,Cat_3,C
467702,Masculino,Sim,72,Sim,Artista,6.0,Baixa,1.0,Cat_6,D
461036,Feminino,Não,21,Não,Enfermagem,1.0,Baixa,3.0,Cat_3,D
460376,Feminino,Não,29,Sim,Enfermagem,3.0,Baixa,4.0,Cat_2,C
467348,Feminino,Sim,33,Sim,Responsável pela Casa,,Média,3.0,Cat_6,D
462595,Feminino,Não,29,Sim,Artista,7.0,Baixa,7.0,Cat_4,D
461195,Masculino,Não,18,Não,Enfermagem,0.0,Baixa,2.0,Cat_4,D
466353,Feminino,Sim,38,Sim,Engenharia,0.0,Média,2.0,Cat_6,B
466464,Feminino,Sim,48,Sim,Responsável pela Casa,3.0,Média,2.0,Cat_3,B
466287,Feminino,Sim,48,Sim,Medicina,1.0,Média,2.0,Cat_2,A
462035,Feminino,Não,37,Sim,Artista,3.0,Baixa,1.0,Cat_6,C
463082,Masculino,Não,32,Sim,Enfermagem,9.0,Baixa,5.0,Cat_6,D
463600,Masculino,Não,33,Não,Enfermagem,3.0,Baixa,5.0,Cat_2,B
463679,Masculino,Não,31,Não,Enfermagem,,Baixa,8.0,Cat_4,D
465812,Masculino,Sim,47,Não,Artista,0.0,Média,5.0,Cat_4,A
465048,Masculino,Sim,63,Sim,Artista,1.0,Média,3.0,Cat_4,C
460025,Feminino,Não,26,Sim,Enfermagem,5.0,Baixa,2.0,Cat_6,D
466764,Masculino,Sim,65,Sim,Direito,11.0,Alta,2.0,Cat_6,C
462125,Masculino,Sim,22,Não,Enfermagem,1.0,Média,4.0,Cat_7,D
459551,Feminino,Sim,42,Não,Engenharia,4.0,Baixa,1.0,Cat_6,B
467152,Masculino,Sim,43,Não,Artista,8.0,Baixa,1.0,Cat_6,A
461174,Feminino,Não,23,Não,Marketing,,Baixa,4.0,Cat_3,B
466420,Masculino,Não,27,Sim,Artista,5.0,Baixa,4.0,Cat_3,B
460051,Masculino,Não,42,Sim,Artista,7.0,Baixa,1.0,Cat_6,A
463144,Masculino,Sim,45,Sim,Empreendedorismo,1.0,Alta,3.0,Cat_6,C
465438,Masculino,Não,33,Sim,Medicina,9.0,Baixa,6.0,Cat_4,D
460438,Masculino,Sim,58,Não,Empreendedorismo,0.0,Alta,4.0,Cat_3,B
459032,Masculino,Não,21,Não,Medicina,0.0,Baixa,3.0,Cat_6,A
461199,Feminino,Não,85,Sim,Responsável pela Casa,4.0,Baixa,1.0,Cat_6,D
462061,Masculino,Não,41,Não,Medicina,1.0,Baixa,3.0,Cat_6,B
467623,Masculino,Sim,76,Sim,,1.0,Alta,2.0,Cat_6,A
466119,Feminino,Sim,57,Não,Engenharia,0.0,Baixa,1.0,Cat_3,B
460952,Masculino,Sim,38,Não,Medicina,0.0,Média,5.0,Cat_6,A
459024,Masculino,Sim,50,Sim,Artista,0.0,Média,5.0,Cat_6,C
461632,Masculino,Não,25,Sim,Artista,,Baixa,1.0,Cat_6,D
464010,Masculino,Não,33,Não,Enfermagem,1.0,Baixa,4.0,Cat_6,C
464405,Masculino,Não,62,Sim,Entretenimento,,Baixa,1.0,Cat_6,D
459189,Masculino,Não,26,Não,Enfermagem,1.0,Baixa,6.0,Cat_6,C
466972,Masculino,Sim,25,Sim,Artista,12.0,Baixa,2.0,Cat_6,A
467072,Masculino,Sim,63,Não,Empreendedorismo,1.0,Alta,3.0,Cat_6,C
462448,Masculino,Não,19,Não,Enfermagem,,Baixa,3.0,Cat_6,D
467078,Feminino,Sim,26,Não,Enfermagem,,Alta,2.0,Cat_7,C
460437,Feminino,Não,26,Sim,Artista,9.0,Baixa,1.0,Cat_6,A
463830,Feminino,Não,30,Sim,Engenharia,3.0,Baixa,3.0,Cat_6,D
463475,Feminino,Sim,36,Sim,Medicina,0.0,Baixa,1.0,Cat_6,B
462237,Feminino,Não,22,Não,Enfermagem,1.0,Baixa,9.0,Cat_4,D
466804,Feminino,,40,Sim,Responsável pela Casa,4.0,Baixa,1.0,Cat_3,A
460184,Masculino,Não,27,Não,Medicina,9.0,Baixa,4.0,Cat_6,D
461287,Masculino,Sim,42,Sim,Empreendedorismo,1.0,Alta,5.0,Cat_6,B
462039,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,2.0,Cat_2,D
467482,Masculino,Sim,38,Sim,Empreendedorismo,0.0,Alta,3.0,Cat_6,C
459081,Masculino,Sim,63,Sim,Artista,0.0,Média,4.0,Cat_6,C
463048,Feminino,Sim,47,Sim,Responsável pela Casa,,Alta,5.0,Cat_6,A
460711,Feminino,Não,25,Sim,Engenharia,8.0,Baixa,3.0,Cat_6,D
462984,Feminino,Sim,69,Sim,Artista,1.0,Alta,2.0,Cat_6,B
459447,Masculino,Sim,53,Sim,Artista,9.0,Baixa,1.0,Cat_6,B
466008,Masculino,Sim,36,Sim,Artista,1.0,Baixa,2.0,Cat_6,C
467567,Masculino,Não,27,Sim,Enfermagem,1.0,Baixa,5.0,Cat_6,D
461001,Feminino,Não,59,Sim,Artista,0.0,Baixa,,Cat_3,B
462836,Masculino,Não,19,Não,Enfermagem,1.0,Baixa,3.0,Cat_6,D
462176,Masculino,Sim,29,Não,Empreendedorismo,0.0,Média,2.0,,D
459580,Feminino,Não,51,Sim,Direito,6.0,Baixa,1.0,Cat_6,B
460160,Masculino,Não,43,Sim,Entretenimento,5.0,Baixa,1.0,Cat_3,D
460808,Masculino,Não,42,Sim,Artista,1.0,Baixa,1.0,Cat_6,B
459640,Feminino,Sim,72,Sim,Medicina,,Alta,2.0,Cat_6,C
467199,Masculino,Não,37,Sim,Artista,7.0,Baixa,2.0,Cat_6,A
466939,Masculino,Sim,66,Não,Direito,0.0,Alta,2.0,Cat_6,B
461796,Masculino,Sim,39,Sim,Artista,1.0,Média,2.0,Cat_1,A
464686,Feminino,Não,21,Não,Entretenimento,5.0,Baixa,5.0,Cat_4,D
460843,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,4.0,Cat_6,D
460370,Feminino,Sim,28,Sim,Empreendedorismo,8.0,Alta,2.0,Cat_6,C
465059,Masculino,Sim,56,Sim,Artista,0.0,Média,4.0,Cat_6,C
465531,Feminino,Não,40,Sim,Responsável pela Casa,9.0,Baixa,,Cat_6,D
465925,Masculino,Não,26,Sim,Enfermagem,1.0,Baixa,1.0,Cat_6,D
464828,Masculino,Não,18,Não,Enfermagem,8.0,Baixa,6.0,Cat_4,D
462230,Masculino,Não,23,Não,Enfermagem,1.0,Baixa,8.0,Cat_4,D
466154,Feminino,Sim,45,Sim,Artista,1.0,Média,5.0,Cat_3,B
462197,Feminino,Sim,65,Não,Engenharia,1.0,Média,3.0,Cat_4,A
461692,Feminino,Sim,87,Não,Artista,0.0,Baixa,1.0,Cat_6,A
462019,Feminino,Sim,56,Sim,Artista,5.0,Média,4.0,Cat_6,C
460763,Masculino,Não,47,Sim,Artista,1.0,Baixa,2.0,Cat_6,B
465740,Feminino,Não,68,Sim,Medicina,1.0,Baixa,1.0,Cat_6,A
460865,Masculino,Não,18,Não,Enfermagem,1.0,Baixa,3.0,Cat_4,D
459991,Masculino,Sim,40,Sim,Artista,6.0,Baixa,1.0,Cat_6,A
463564,Feminino,Sim,41,Sim,Medicina,0.0,Baixa,1.0,Cat_6,B
463749,Masculino,Não,23,Não,Enfermagem,1.0,Baixa,4.0,Cat_6,D
464037,Masculino,Não,35,Sim,Artista,9.0,Baixa,1.0,Cat_6,B
459180,Masculino,Sim,66,Sim,Empreendedorismo,1.0,Alta,2.0,Cat_6,C
460901,Masculino,Não,22,Não,Medicina,8.0,Baixa,3.0,Cat_6,D
465312,Masculino,Não,23,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,D
466585,Masculino,Não,18,Não,Marketing,1.0,Baixa,4.0,Cat_1,D
460444,Masculino,Sim,60,Não,Artista,0.0,Baixa,1.0,Cat_6,B
462209,Feminino,Sim,40,Não,Artista,0.0,Baixa,1.0,Cat_4,D
462649,Feminino,Sim,30,Não,Engenharia,,Média,8.0,Cat_4,D
464132,Masculino,Não,28,Não,Entretenimento,1.0,Baixa,2.0,Cat_6,D
467601,Masculino,Sim,42,Não,Artista,6.0,Baixa,2.0,Cat_6,B
464458,Masculino,Não,46,Sim,Artista,1.0,Baixa,2.0,Cat_6,B
466346,Feminino,Não,23,Não,Enfermagem,9.0,Baixa,4.0,Cat_4,D
465471,Masculino,Sim,43,Sim,Artista,0.0,Baixa,1.0,Cat_6,B
460179,Feminino,Não,20,Não,Entretenimento,0.0,Baixa,6.0,Cat_2,B
461833,Feminino,Não,27,Sim,Enfermagem,5.0,Baixa,,Cat_6,C
459801,Feminino,Não,27,Sim,Engenharia,4.0,Baixa,2.0,Cat_6,D
461719,Masculino,Sim,82,Sim,Direito,0.0,Baixa,1.0,Cat_6,D
460831,Masculino,Não,21,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,D
463833,Feminino,Não,25,Não,Medicina,,Baixa,4.0,Cat_4,A
464974,Masculino,Sim,60,Não,Artista,0.0,Média,2.0,Cat_4,B
465344,Feminino,Sim,71,Sim,Direito,0.0,Alta,2.0,Cat_6,C
460398,Feminino,Não,39,Sim,Entretenimento,7.0,Baixa,1.0,Cat_6,A
463681,Masculino,Sim,83,Sim,Direito,,Baixa,1.0,Cat_6,D
459725,Feminino,Sim,35,Sim,Artista,1.0,Baixa,2.0,Cat_6,B
466580,Masculino,Não,19,Não,Enfermagem,1.0,Baixa,4.0,Cat_7,D
464207,Masculino,Não,53,Sim,Artista,0.0,Baixa,1.0,Cat_6,A
461281,Masculino,Não,23,Não,Enfermagem,4.0,Baixa,9.0,Cat_2,D
465781,Masculino,Não,20,Não,Enfermagem,8.0,Baixa,,Cat_3,D
461285,Masculino,Não,20,Não,Enfermagem,,Baixa,3.0,Cat_6,D
463360,Feminino,Sim,50,Sim,Artista,4.0,Baixa,1.0,Cat_6,B
461622,Masculino,Sim,35,Sim,Empreendedorismo,4.0,Alta,4.0,Cat_6,C
462911,Masculino,Sim,32,Sim,Medicina,11.0,Média,2.0,Cat_6,A
463963,Feminino,Sim,33,Não,Engenharia,5.0,Alta,3.0,Cat_6,D
467297,Feminino,Sim,53,Sim,Artista,1.0,Média,3.0,Cat_6,C
461744,Masculino,Sim,47,Sim,Artista,0.0,Média,4.0,Cat_6,B
464696,Feminino,Não,37,Sim,Engenharia,0.0,Baixa,1.0,Cat_4,A
460929,Masculino,Sim,50,Sim,Artista,0.0,Média,4.0,Cat_6,C
462840,Feminino,Não,23,Não,Enfermagem,9.0,Baixa,3.0,Cat_6,D
460251,Feminino,Não,30,Sim,Entretenimento,9.0,Baixa,1.0,Cat_6,D
465476,Feminino,Não,28,Não,Enfermagem,3.0,Baixa,2.0,Cat_6,A
461534,Masculino,Sim,39,Sim,Artista,1.0,Baixa,1.0,Cat_6,B
465097,Masculino,Sim,81,Não,Direito,1.0,Alta,2.0,Cat_6,A
464391,Feminino,Sim,65,Não,Engenharia,0.0,Média,2.0,Cat_6,B
461619,Masculino,Sim,53,Sim,Empreendedorismo,,Alta,3.0,Cat_6,C
466519,Masculino,Sim,37,,Entretenimento,0.0,Baixa,,Cat_3,B
460833,Masculino,Sim,30,Sim,Enfermagem,0.0,Baixa,2.0,Cat_6,A
464425,Masculino,Não,40,Sim,Artista,8.0,Baixa,1.0,Cat_6,B
462231,Masculino,Não,28,Sim,Artista,4.0,Baixa,6.0,Cat_4,B
464688,Masculino,Sim,28,Sim,Medicina,0.0,Baixa,9.0,Cat_4,D
466141,Feminino,Sim,60,Sim,Responsável pela Casa,1.0,Baixa,4.0,Cat_6,C
464435,Masculino,Sim,48,Sim,Entretenimento,1.0,Baixa,3.0,Cat_6,A
467824,Masculino,Sim,70,Sim,Direito,3.0,Baixa,1.0,Cat_6,D
459670,Feminino,Sim,39,Sim,Entretenimento,7.0,Média,2.0,Cat_6,B
462515,Masculino,Sim,42,Não,Medicina,5.0,Média,5.0,Cat_6,B
461604,Masculino,Sim,38,Não,Entretenimento,1.0,Média,2.0,Cat_6,B
462472,Masculino,Não,35,Sim,Artista,0.0,Baixa,1.0,Cat_6,C
465149,Masculino,Sim,43,Sim,Entretenimento,1.0,Média,3.0,Cat_6,B
459673,Feminino,Sim,83,Sim,Direito,1.0,Baixa,1.0,Cat_6,B
465507,Masculino,Sim,43,Sim,Artista,8.0,Baixa,1.0,Cat_6,B
467393,Feminino,Sim,46,Sim,Artista,0.0,Média,4.0,Cat_6,C
460713,Masculino,Sim,50,Sim,Medicina,0.0,Média,3.0,Cat_6,B
465366,Feminino,Não,38,Sim,Artista,8.0,Baixa,1.0,Cat_6,B
465073,Masculino,Sim,69,Não,Empreendedorismo,1.0,Alta,2.0,Cat_6,C
