codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia
461032,Feminino,Sim,66,Sim,Direito,0,Alta,3
463285,Masculino,Sim,31,Nao,Marketing,,Baixa,4
466773,Feminino,Sim,37,Sim,,0,Baixa,
463568,Feminino,Nao,26,Nao,Enfermagem,1,Baixa,
463785,Feminino,Nao,27,Nao,Enfermagem,0,Baixa,4
467127,Masculino,Sim,70,Nao,Direito,,Baixa,1
467469,Masculino,Sim,43,Nao,Entretenimento,,Media,3
461358,Masculino,Nao,42,Nao,Entretenimento,1,Baixa,3
464803,Masculino,Nao,28,Nao,Medicina,1,Baixa,1
460938,Masculino,Nao,38,Sim,Artista,,Baixa,1
460960,Masculino,Sim,48,Sim,Entretenimento,6,Baixa,2
461461,Masculino,Sim,36,Nao,Entretenimento,9,Media,2
460192,Masculino,Sim,41,Sim,,0,Baixa,2
466960,Masculino,Sim,40,Sim,Artista,1,Baixa,2
466674,Feminino,Sim,57,Sim,Artista,0,Alta,2
467747,Feminino,Sim,50,Sim,Artista,,Alta,4
460037,Feminino,Nao,42,Sim,Entretenimento,5,Baixa,7
461310,Masculino,Nao,20,Nao,Marketing,,Baixa,5
460166,Feminino,Nao,21,Nao,Enfermagem,1,Baixa,7
459454,Masculino,Sim,38,Nao,Artista,,Media,2
461403,Feminino,Nao,27,Sim,Enfermagem,0,Baixa,4
459129,Feminino,Nao,26,Sim,Marketing,9,Baixa,
464453,Feminino,Sim,46,Sim,Artista,4,Alta,5
463926,Feminino,Nao,27,Nao,Engenharia,0,Baixa,6
462718,Feminino,Nao,25,Nao,Marketing,8,Baixa,5
464440,Masculino,Sim,87,Sim,Direito,0,Alta,2
467197,Masculino,Nao,27,Sim,Enfermagem,1,Baixa,3
465070,Feminino,Sim,48,Sim,Marketing,6,Baixa,1
466127,Masculino,Sim,51,Sim,Medicina,1,Media,4
466941,Masculino,Sim,81,Sim,Direito,,Alta,2
467918,Masculino,Sim,48,Sim,Artista,7,Media,2
462696,Masculino,Sim,52,Nao,Artista,0,Alta,2
464135,Feminino,Sim,68,Sim,Direito,0,Alta,2
467586,Masculino,Sim,35,Sim,Artista,3,Media,3
460794,Feminino,Sim,39,Sim,Responsavel pela Casa,9,Baixa,1
460155,Feminino,Sim,53,Sim,Artista,2,Alta,2
464606,Masculino,Sim,41,Sim,Artista,1,Media,2
465856,Masculino,Sim,41,Sim,Artista,11,Alta,2
463214,Feminino,Nao,25,Nao,Engenharia,1,Baixa,1
462848,Feminino,Sim,23,Nao,Enfermagem,7,Alta,2
465293,Feminino,Sim,47,Sim,Artista,1,Alta,5
461666,Feminino,Sim,35,Sim,Artista,0,Alta,2
459773,Masculino,Sim,51,Sim,Empreendedorismo,1,Baixa,3
463647,Feminino,Nao,38,Sim,Engenharia,1,Baixa,1
464156,Masculino,Sim,62,Sim,Artista,10,Baixa,1
460457,Feminino,Nao,43,Sim,Entretenimento,8,Baixa,
463139,Masculino,Sim,60,Sim,Empreendedorismo,1,Alta,6
464355,Masculino,Sim,47,Sim,Empreendedorismo,1,Alta,4
462183,Masculino,Nao,22,Nao,Marketing,0,Baixa,4
466697,Feminino,Nao,31,Nao,Marketing,0,Baixa,3
466730,Feminino,Sim,38,Sim,Engenharia,3,Baixa,2
466394,Feminino,Sim,42,Nao,Entretenimento,6,Media,5
459009,Feminino,Sim,50,Sim,Artista,1,Media,3
460554,Masculino,Sim,38,Nao,Artista,5,Media,3
462498,Feminino,Sim,55,Sim,Medicina,0,Media,3
459926,Feminino,Sim,71,Sim,Artista,1,Media,2
465910,Masculino,Sim,38,Nao,Artista,10,Media,4
459166,Masculino,Sim,77,Sim,Artista,1,Baixa,1
462545,Masculino,Nao,33,Nao,Engenharia,1,Baixa,3
459406,Masculino,Sim,72,Nao,Empreendedorismo,0,Alta,2
464772,Feminino,Sim,43,Nao,Engenharia,9,Media,4
465491,Feminino,Nao,35,Sim,Artista,0,Baixa,3
463123,Feminino,Nao,33,Sim,Medicina,1,Baixa,3
462015,Masculino,Sim,27,Sim,Entretenimento,0,Media,2
461107,Masculino,Nao,21,Nao,Enfermagem,0,Baixa,6
459265,Feminino,Sim,41,Sim,Artista,0,Media,2
462789,Feminino,Nao,19,Nao,Enfermagem,,Baixa,6
465356,Feminino,,50,Nao,Artista,1,Alta,4
460295,Masculino,Nao,29,Sim,Artista,9,Baixa,3
463871,Feminino,Sim,46,Nao,Artista,8,Baixa,1
464594,Masculino,Sim,46,Sim,Artista,1,Baixa,1
460694,Feminino,Sim,53,Nao,Engenharia,3,Baixa,1
464369,Masculino,Sim,36,Sim,Empreendedorismo,1,Alta,4
463983,Feminino,Sim,36,Nao,Engenharia,0,Media,2
463973,Masculino,Sim,56,Nao,Empreendedorismo,,Alta,5
465721,Masculino,Sim,25,Sim,Entretenimento,1,Alta,2
467347,Feminino,Nao,32,Nao,Entretenimento,,Baixa,4
461325,Masculino,Nao,61,Sim,Entretenimento,1,Baixa,3
465335,Masculino,Sim,61,Nao,Entretenimento,1,Media,2
461871,Masculino,Sim,53,Sim,Artista,0,Media,2
466296,Masculino,Sim,69,Nao,Empreendedorismo,1,Alta,4
462252,Masculino,Nao,47,Sim,Entretenimento,4,Baixa,1
460209,Feminino,Sim,26,Sim,Entretenimento,5,Baixa,7
465890,Feminino,Nao,39,Sim,Artista,9,Baixa,1
459745,Masculino,Sim,47,Nao,Artista,0,Baixa,4
465715,Feminino,Sim,69,Sim,Artista,7,Baixa,1
467168,Masculino,Sim,46,Sim,Artista,8,Media,2
465805,Masculino,Sim,50,Sim,Engenharia,,Baixa,1
461417,Feminino,Nao,37,Sim,Medicina,1,Baixa,3
462938,Feminino,Nao,50,Sim,Artista,6,Baixa,1
463869,Feminino,Sim,52,Sim,Medicina,0,Media,4
459071,Masculino,Nao,28,Sim,Enfermagem,5,Baixa,4
460193,Masculino,Nao,42,Sim,Entretenimento,3,Baixa,2
462936,Feminino,Nao,43,Sim,Engenharia,,Baixa,1
464015,Feminino,Nao,42,Sim,Artista,,Baixa,2
467961,Masculino,Sim,45,Sim,Empreendedorismo,1,Alta,5
464442,Masculino,Sim,57,Sim,Direito,1,Alta,2
465834,Masculino,Nao,48,Sim,Entretenimento,0,Baixa,3
462857,Masculino,Nao,18,Nao,Enfermagem,1,Baixa,3
467268,Masculino,Sim,88,Sim,Direito,,Baixa,1
463474,Masculino,Sim,51,Nao,Artista,3,Media,2
463607,Feminino,Nao,29,Sim,Engenharia,1,Baixa,5
460793,Feminino,Sim,28,Nao,Artista,,Baixa,3
464874,Feminino,Sim,47,Sim,Artista,0,Media,4
465907,Feminino,Nao,25,Sim,Marketing,8,Baixa,
465186,Feminino,Sim,38,Nao,Artista,4,Media,4
463861,Masculino,Sim,37,Sim,Artista,1,Baixa,1
464027,Masculino,Nao,22,Nao,Enfermagem,9,Baixa,4
460985,Feminino,Sim,61,Sim,Engenharia,0,Media,2
466870,Masculino,Sim,42,Sim,Artista,0,Media,2
466060,Masculino,Sim,60,Sim,Artista,1,Media,2
461273,Masculino,Sim,73,Sim,Entretenimento,1,Alta,4
464925,Masculino,,60,Nao,Empreendedorismo,6,Media,2
465673,Feminino,Nao,27,,Marketing,8,Baixa,4
461648,Feminino,Sim,49,Sim,Artista,1,Baixa,1
467631,Masculino,Sim,72,Sim,Direito,3,Alta,2
467804,Feminino,Sim,43,Sim,Artista,1,Media,2
465946,Feminino,Sim,50,Sim,,1,Baixa,2
460076,Feminino,Nao,49,Sim,,0,Baixa,2
466000,Masculino,Sim,38,Sim,Medicina,5,Baixa,2
459445,Feminino,Sim,35,Sim,Artista,0,Media,3
466292,Feminino,Sim,82,Nao,Direito,1,Alta,2
463804,Masculino,Sim,63,Sim,Artista,9,Baixa,1
464081,Masculino,Sim,73,Sim,Empreendedorismo,11,Alta,2
462543,Feminino,Sim,38,Sim,Artista,4,Baixa,1
463444,Masculino,Sim,61,Sim,Direito,,Alta,2
463051,Feminino,Nao,42,Sim,Responsavel pela Casa,10,Baixa,1
465893,Feminino,Sim,43,Sim,Engenharia,0,Media,2
466812,Masculino,Nao,31,Nao,Responsavel pela Casa,14,Baixa,1
463129,Masculino,Sim,69,Nao,Medicina,,Baixa,1
467091,Feminino,Nao,42,Sim,Entretenimento,1,Baixa,3
460268,Masculino,Sim,32,Sim,Artista,9,Media,2
465757,Masculino,Sim,39,Sim,Artista,3,Media,4
460021,Feminino,Sim,48,Sim,Artista,0,Media,4
463859,Masculino,Sim,39,Sim,Artista,6,Media,2
460053,Masculino,Sim,55,Sim,Artista,9,Media,2
466659,Masculino,Sim,60,Sim,Medicina,1,Alta,2
466533,Feminino,Nao,51,Sim,Entretenimento,1,Baixa,1
465307,Feminino,Sim,61,Sim,Artista,0,Media,3
464592,Feminino,Nao,43,Sim,Artista,1,Baixa,1
460975,Masculino,Sim,86,,Direito,1,Alta,2
461647,Feminino,Sim,55,Sim,Artista,2,Media,3
467462,Feminino,Sim,43,Sim,Artista,1,Media,5
467594,Masculino,Sim,45,Nao,Empreendedorismo,0,Media,3
464255,Feminino,Sim,50,Sim,Artista,1,Media,5
461701,Masculino,Sim,40,Nao,Artista,1,Media,2
466516,Masculino,Nao,19,Nao,Enfermagem,0,Baixa,3
464036,Feminino,Nao,25,Sim,Medicina,3,Baixa,1
461887,Feminino,Nao,89,Sim,Direito,2,Baixa,1
464093,Feminino,Nao,25,Nao,Engenharia,1,Baixa,
466177,Feminino,Sim,49,Sim,Artista,0,Media,3
467486,Feminino,Sim,46,Sim,Engenharia,1,Media,5
466775,Feminino,Sim,83,Sim,Direito,0,Baixa,2
467412,Masculino,Sim,35,Sim,Empreendedorismo,6,Media,4
460546,Feminino,Sim,71,Sim,Direito,1,Baixa,2
466204,Masculino,Sim,50,Sim,Artista,0,Media,3
459000,Masculino,Sim,58,Nao,Empreendedorismo,12,Alta,2
460635,Masculino,Sim,29,Nao,Enfermagem,,Alta,2
466781,Masculino,Sim,35,Sim,Artista,1,Media,4
464992,Masculino,Sim,67,Sim,Empreendedorismo,0,Alta,2
464921,Masculino,Sim,35,Nao,Medicina,0,Media,5
458982,Masculino,Sim,61,Sim,Empreendedorismo,1,Alta,3
461045,Feminino,Nao,29,Nao,Entretenimento,0,Baixa,2
466644,Feminino,Nao,49,Sim,Responsavel pela Casa,0,Baixa,
459623,Masculino,Sim,46,Nao,Entretenimento,,Media,5
459346,Masculino,Sim,47,Sim,Empreendedorismo,0,Media,5
464183,Feminino,Nao,37,Nao,Artista,4,Baixa,2
466642,Masculino,Nao,18,Nao,Enfermagem,9,Baixa,3
460519,Feminino,Nao,23,Nao,Entretenimento,0,Baixa,2
462687,Masculino,Nao,29,Nao,Responsavel pela Casa,11,Baixa,3
464847,Feminino,Sim,52,Nao,Artista,,Media,4
467921,Feminino,Nao,43,Sim,Artista,1,Baixa,4
460863,Masculino,Sim,66,Sim,Artista,0,Baixa,5
464168,Masculino,Sim,45,Sim,Empreendedorismo,1,Alta,3
464819,Feminino,Sim,67,Sim,Direito,1,Baixa,1
465718,Feminino,Sim,49,Sim,Marketing,9,Baixa,2
461025,Masculino,Sim,38,Nao,Empreendedorismo,1,Alta,4
466243,Feminino,Sim,38,Nao,Engenharia,1,Baixa,2
463059,Feminino,Nao,32,Sim,Responsavel pela Casa,10,Baixa,1
466962,Masculino,Sim,48,Sim,Artista,8,Media,2
463067,Feminino,Nao,42,Sim,Responsavel pela Casa,7,Baixa,1
465755,Feminino,Nao,50,Sim,Artista,8,Baixa,3
460088,Feminino,Sim,33,Sim,Responsavel pela Casa,,Alta,2
466301,Masculino,Sim,50,Sim,Artista,0,Media,3
467884,Feminino,Sim,30,Sim,Engenharia,8,Alta,6
459908,Masculino,Sim,89,Nao,Direito,0,Baixa,
459315,Feminino,Sim,27,Sim,Medicina,1,Baixa,2
465343,Feminino,Sim,43,Sim,Engenharia,1,Media,4
467772,Feminino,Nao,25,Nao,Marketing,1,Baixa,2
463601,Feminino,Nao,19,Nao,Enfermagem,4,Baixa,5
460292,Feminino,Nao,27,Sim,Marketing,12,Baixa,3
466566,Masculino,Nao,43,Sim,Artista,1,Baixa,1
459500,Masculino,Sim,37,Sim,Entretenimento,1,Media,4
460267,Feminino,Nao,27,Sim,Enfermagem,1,Baixa,9
467298,Masculino,Sim,61,Sim,Enfermagem,1,Baixa,2
467095,Masculino,Sim,41,Nao,Engenharia,0,Media,2
465919,Feminino,Nao,50,Sim,Artista,0,Baixa,1
461835,Feminino,Sim,60,Sim,Artista,1,Media,2
461302,Masculino,Nao,20,Nao,Enfermagem,0,Baixa,4
461275,Masculino,Sim,66,Sim,Marketing,1,Alta,2
463115,Masculino,Sim,36,Sim,Responsavel pela Casa,5,Baixa,1
466362,Masculino,Sim,65,Sim,Direito,1,Alta,2
462784,Feminino,Nao,30,Nao,Empreendedorismo,,Baixa,1
467498,Masculino,Sim,56,Sim,Direito,,Baixa,3
463490,Masculino,Nao,20,Nao,Enfermagem,1,Baixa,4
463836,Feminino,Sim,38,Sim,Artista,0,Baixa,1
459923,Masculino,Nao,31,Sim,Marketing,0,Baixa,2
462590,Feminino,Sim,30,Nao,Engenharia,,Media,3
464164,Feminino,Sim,81,Sim,Direito,0,Alta,2
460298,Feminino,Nao,52,Sim,Direito,4,Baixa,1
467819,Masculino,Sim,57,Sim,Artista,0,Baixa,1
460722,Masculino,Sim,30,Nao,Entretenimento,1,Media,3
466407,Masculino,Sim,55,Nao,Entretenimento,1,Baixa,3
462411,Masculino,Nao,38,Sim,Artista,8,Baixa,1
466198,Masculino,Sim,70,Nao,Direito,0,Alta,2
462153,Masculino,Sim,59,Nao,Artista,0,Baixa,1
467180,Masculino,Sim,39,Sim,Enfermagem,1,Baixa,3
461481,Feminino,Sim,58,Sim,Artista,9,Media,3
464589,Masculino,Sim,30,Nao,Entretenimento,11,Baixa,2
461471,Feminino,Sim,73,Sim,Artista,1,Media,2
463981,Feminino,Nao,25,Sim,Artista,5,Baixa,1
459793,Masculino,Sim,40,Sim,Artista,0,Alta,
464146,Masculino,Nao,38,Sim,Entretenimento,1,Baixa,2
464498,Masculino,Sim,45,Sim,Artista,,Media,3
459589,Masculino,Nao,25,Nao,Enfermagem,1,Baixa,5
459775,Masculino,Nao,36,Sim,Artista,,Baixa,2
459829,Masculino,Sim,53,Sim,Artista,3,Alta,3
463314,Feminino,Nao,27,Nao,Enfermagem,0,Baixa,4
459723,Masculino,Sim,49,Sim,Artista,6,Media,2
459122,Feminino,Sim,51,Sim,Artista,6,Media,5
462221,Masculino,Nao,33,Nao,Enfermagem,0,Baixa,7
463528,Masculino,Sim,67,Nao,Empreendedorismo,,Alta,2
459112,Feminino,Sim,72,Sim,Direito,1,Alta,
462694,Masculino,Sim,61,Sim,Entretenimento,6,Media,2
466757,Feminino,Sim,47,Nao,Engenharia,0,Baixa,1
464413,Feminino,Sim,36,Sim,Engenharia,0,Baixa,1
464690,Masculino,Sim,40,Nao,Engenharia,2,Media,
466425,Masculino,Sim,32,Sim,Entretenimento,1,Media,2
460474,Feminino,Sim,40,Nao,Responsavel pela Casa,9,Media,5
467261,Feminino,Sim,77,Sim,Direito,0,Alta,2
463411,Masculino,Sim,42,Sim,Entretenimento,,Media,2
463322,Feminino,Sim,72,Sim,Direito,1,Alta,4
466193,Masculino,Sim,84,Nao,Direito,0,Baixa,1
461555,Masculino,Nao,27,Nao,Entretenimento,,Baixa,1
459738,Masculino,Sim,32,Sim,Artista,1,Baixa,2
459008,Feminino,Sim,52,Sim,Artista,1,Media,3
462004,Feminino,Sim,53,Sim,Artista,,Alta,6
459836,Masculino,,32,Sim,Enfermagem,8,Alta,5
461250,Feminino,Sim,47,Sim,Direito,2,Alta,4
461926,Feminino,Sim,63,Sim,Artista,4,Media,4
459578,Masculino,Sim,35,Sim,Empreendedorismo,2,Media,5
466003,Feminino,Sim,27,Sim,Marketing,9,Baixa,1
465460,Masculino,Nao,49,Sim,Artista,0,Baixa,1
462862,Feminino,Nao,31,Nao,Responsavel pela Casa,8,Baixa,1
466388,Masculino,,20,Nao,Enfermagem,0,Baixa,2
465084,Masculino,Sim,61,Sim,Empreendedorismo,5,Alta,2
465777,Feminino,Nao,30,Sim,Artista,9,Baixa,5
466688,Masculino,Nao,23,Nao,Enfermagem,1,Baixa,3
461029,Masculino,Sim,42,Nao,Entretenimento,8,Baixa,2
462132,Masculino,Sim,47,,Artista,4,Baixa,1
464812,Feminino,Sim,48,Sim,Engenharia,0,Alta,5
459351,Feminino,Sim,57,Sim,Artista,0,Alta,
465099,Masculino,Sim,39,Nao,Entretenimento,0,Media,2
465730,Masculino,Sim,43,Sim,Empreendedorismo,6,Alta,3
462138,Feminino,Sim,56,Sim,Artista,1,Baixa,2
466144,Feminino,Sim,48,Nao,Artista,0,Baixa,
465630,Masculino,Nao,26,Sim,Artista,,Baixa,1
460332,Masculino,Nao,28,Sim,Enfermagem,0,Baixa,5
462342,Feminino,Sim,71,Sim,Direito,8,Alta,2
459007,Feminino,Sim,42,Sim,Artista,1,Media,3
465130,Feminino,Sim,50,Sim,Artista,0,Media,9
459702,Feminino,Sim,62,Sim,Direito,1,Baixa,3
461401,Masculino,Sim,43,Sim,Artista,1,Media,3
463916,Feminino,Nao,32,Nao,Engenharia,9,Baixa,4
459938,Masculino,Nao,61,Sim,Artista,1,Baixa,1
460199,Feminino,Sim,39,Sim,Entretenimento,5,Baixa,2
466684,Feminino,Sim,46,Sim,Artista,0,Media,2
465978,Masculino,Sim,50,Sim,Artista,1,Media,3
465682,Masculino,Sim,39,Sim,Artista,0,Baixa,4
462693,Feminino,Nao,35,Sim,Artista,1,Baixa,1
459734,Feminino,Sim,85,Sim,Artista,1,Baixa,
459952,Feminino,Nao,35,Sim,Entretenimento,7,Baixa,2
466450,Feminino,Nao,33,Sim,Enfermagem,1,Baixa,1
466556,Masculino,Nao,21,Nao,Enfermagem,1,Baixa,3
459932,Feminino,Nao,46,Sim,Artista,9,Baixa,1
460420,Feminino,Nao,37,Sim,Artista,1,Baixa,1
466928,Feminino,Nao,26,,Enfermagem,0,Baixa,7
463513,Masculino,Sim,79,Sim,Artista,,Alta,2
460123,Feminino,Sim,33,Sim,Engenharia,9,Baixa,2
462357,Masculino,Nao,25,Sim,Artista,1,Baixa,3
459866,Feminino,Nao,51,Sim,Artista,,Baixa,1
464094,Masculino,Sim,53,Sim,Empreendedorismo,1,Alta,4
467852,Feminino,Nao,41,Sim,Artista,10,Baixa,1
462526,Feminino,Sim,46,Sim,Artista,3,Media,5
461677,Masculino,Nao,32,Sim,Enfermagem,8,Baixa,
463611,Masculino,Nao,62,Sim,Artista,0,Baixa,
467389,Masculino,Nao,43,Nao,Engenharia,1,Baixa,
463180,Masculino,Sim,36,Sim,Artista,0,Baixa,3
461572,Feminino,Sim,57,Sim,Artista,0,Media,3
464607,Feminino,Sim,49,Sim,Artista,0,Media,4
463921,Feminino,Sim,49,Sim,,,Baixa,1
467679,Feminino,Sim,51,Sim,Artista,,Media,4
463694,Feminino,Nao,40,Nao,Marketing,,Baixa,
467751,Masculino,Sim,48,Sim,Artista,1,Media,3
465563,Masculino,Sim,59,Sim,Entretenimento,1,Media,5
465589,Masculino,Sim,40,Sim,Artista,0,Media,3
459215,Feminino,Sim,58,Sim,Artista,0,Baixa,3
466826,Masculino,Sim,43,Sim,Entretenimento,0,Baixa,2
461164,Feminino,Nao,39,Sim,Medicina,9,Baixa,1
459305,Masculino,Sim,29,Nao,Enfermagem,13,Alta,2
460181,Feminino,Sim,37,Sim,Marketing,9,Baixa,1
466447,Feminino,Sim,49,Sim,Artista,0,Media,4
467735,Masculino,Nao,26,Sim,Medicina,1,Baixa,2
463755,Feminino,Sim,63,Nao,Artista,0,Alta,2
460930,Masculino,Nao,26,Sim,Artista,10,Baixa,5
465246,Masculino,Nao,21,Nao,Enfermagem,1,Baixa,5
459683,Feminino,Sim,56,Sim,Engenharia,1,Media,3
463491,Masculino,Sim,27,Sim,Medicina,9,Media,3
466058,Masculino,Sim,35,Nao,Entretenimento,1,Baixa,
459985,Feminino,Nao,39,Sim,Medicina,8,Baixa,2
464523,Feminino,Nao,30,Sim,Enfermagem,13,Baixa,
462815,Masculino,Sim,84,Nao,Direito,1,Baixa,1
464187,Feminino,Nao,41,Nao,Engenharia,9,Baixa,1
461246,Masculino,Sim,51,Sim,Artista,,Media,5
460655,Masculino,Nao,19,Sim,Marketing,,Baixa,4
467137,Feminino,Sim,59,Sim,Engenharia,0,Baixa,1
462477,Masculino,Nao,25,Sim,Entretenimento,7,Baixa,3
463906,Feminino,Sim,40,Sim,Engenharia,0,Media,4
465855,Masculino,Nao,42,Sim,Artista,1,Baixa,1
467334,Masculino,Sim,73,Nao,Empreendedorismo,0,Alta,2
461600,Masculino,Nao,30,Sim,Marketing,1,Baixa,5
465828,Feminino,Nao,29,Nao,Entretenimento,9,Baixa,4
463494,Masculino,Sim,47,,Enfermagem,,Media,4
460279,Feminino,Sim,27,Nao,Entretenimento,6,Alta,2
463136,Masculino,Sim,35,Sim,Artista,1,Alta,3
459869,Feminino,Nao,23,Nao,Enfermagem,1,Baixa,3
467916,Feminino,Sim,48,Sim,Artista,6,Baixa,1
465853,Feminino,Sim,33,Sim,Enfermagem,,Media,2
461890,Feminino,Sim,45,Sim,Artista,0,Media,2
466582,Feminino,Nao,23,Nao,Enfermagem,1,Baixa,3
461076,Masculino,Nao,42,Sim,Entretenimento,1,Baixa,8
466713,Feminino,Sim,69,Sim,Artista,1,Alta,4
460753,Feminino,Nao,33,Nao,Enfermagem,1,Baixa,6
460262,Masculino,Nao,28,Nao,Empreendedorismo,9,Baixa,4
465249,Feminino,Nao,19,Nao,Enfermagem,1,Baixa,4
466083,Feminino,Nao,21,Nao,Marketing,2,Baixa,2
459137,Masculino,Sim,42,Sim,Artista,7,Media,2
459485,Feminino,Sim,87,Sim,Direito,,Alta,2
461734,Feminino,Sim,81,Nao,,,Alta,2
467416,Feminino,Nao,38,Sim,Medicina,8,Baixa,1
463137,Feminino,Nao,31,Sim,Responsavel pela Casa,8,Baixa,1
459839,Masculino,Sim,45,Nao,Engenharia,1,Media,5
465665,Feminino,Sim,83,Sim,Direito,1,Baixa,1
466922,Feminino,Nao,22,Nao,Enfermagem,0,Baixa,
464747,Feminino,Sim,69,Nao,Engenharia,0,Media,4
464920,Masculino,Nao,36,Sim,Artista,2,Baixa,1
461638,Masculino,Sim,70,Sim,Entretenimento,0,Alta,2
461972,Masculino,Sim,40,Nao,,,Media,5
467790,Masculino,Nao,21,Nao,Enfermagem,1,Baixa,6
463402,Masculino,Nao,19,Nao,Enfermagem,7,Baixa,4
462900,Masculino,Sim,39,Sim,Artista,0,Media,3
460688,Masculino,Sim,28,Nao,Medicina,5,Baixa,2
466033,Feminino,Sim,40,Sim,Artista,0,Media,4
459620,Feminino,Sim,29,Nao,Marketing,,Baixa,
467121,Masculino,Sim,53,Sim,Medicina,1,Baixa,
461440,Feminino,Sim,42,Sim,Artista,1,Media,2
459598,Masculino,Sim,40,Nao,Artista,,Media,2
465670,Feminino,Nao,48,Nao,Engenharia,12,Baixa,1
463985,Feminino,Sim,29,Sim,Artista,4,Baixa,2
466347,Masculino,Sim,71,Nao,Empreendedorismo,5,Baixa,3
459077,Feminino,Sim,82,Nao,Direito,0,Alta,2
460339,Feminino,Sim,50,Sim,Entretenimento,4,Baixa,2
459970,Masculino,Nao,40,Sim,Artista,1,Baixa,2
463464,Masculino,Nao,18,Nao,Enfermagem,6,Baixa,4
459313,Masculino,Sim,42,Nao,Entretenimento,0,Media,4
466990,Masculino,Sim,39,Sim,Entretenimento,9,Media,2
460077,Feminino,Nao,32,Sim,Artista,,Baixa,1
460369,Feminino,Sim,50,Sim,Artista,,Baixa,2
464108,Feminino,Sim,60,Sim,Engenharia,1,Media,3
463792,Feminino,Nao,38,Nao,Engenharia,,Baixa,1
462261,Masculino,Sim,60,Nao,Engenharia,0,Media,3
463312,Masculino,Sim,40,Nao,Engenharia,3,Baixa,1
462667,Feminino,Sim,40,Nao,Responsavel pela Casa,2,Media,2
462917,Masculino,Sim,65,Nao,Medicina,1,Baixa,1
463898,Feminino,Nao,38,Sim,Enfermagem,0,Baixa,2
459157,Masculino,Nao,37,Sim,Engenharia,1,Baixa,1
460287,Masculino,Sim,53,Sim,Artista,0,Baixa,1
460521,Masculino,Nao,39,Sim,Artista,1,Baixa,
460684,Masculino,Sim,62,Nao,Entretenimento,8,Baixa,2
462319,Masculino,Sim,47,Sim,Artista,1,Media,2
460614,Masculino,,38,Sim,Entretenimento,,Media,4
462925,Feminino,Sim,30,Nao,Responsavel pela Casa,,Media,2
465128,Feminino,Sim,62,Nao,Artista,1,Media,3
465222,Masculino,Sim,69,Nao,Medicina,8,Baixa,2
467850,Feminino,Nao,19,Nao,Enfermagem,0,Baixa,2
465488,Masculino,Nao,18,Nao,Enfermagem,0,Baixa,4
461266,Feminino,Nao,35,Sim,Artista,,Baixa,1
467453,Masculino,Nao,49,Nao,Enfermagem,,Baixa,1
467672,Feminino,Sim,36,Sim,Artista,7,Media,2
466606,Feminino,Sim,35,Sim,Engenharia,0,Baixa,3
465596,Masculino,,36,Sim,Enfermagem,8,Alta,2
462309,Masculino,Nao,30,Sim,Enfermagem,,Baixa,1
461840,Masculino,Sim,47,Sim,Empreendedorismo,8,Alta,4
461284,Masculino,Nao,23,Nao,Artista,1,Baixa,4
467878,Feminino,Sim,42,Sim,Medicina,0,Media,4
465553,Feminino,Sim,47,Sim,Artista,8,Media,4
463346,Masculino,Sim,40,Sim,Enfermagem,1,Baixa,3
466232,Masculino,Sim,59,Nao,Empreendedorismo,0,Alta,3
465183,Feminino,Sim,38,Sim,Artista,3,Baixa,2
462382,Masculino,Sim,73,Sim,Direito,1,Alta,2
461363,Masculino,Nao,45,Sim,Artista,0,Baixa,1
465658,Masculino,Sim,71,Sim,Artista,0,Media,4
460748,Feminino,Sim,60,Nao,Engenharia,0,Baixa,2
466217,Masculino,Nao,27,Sim,Medicina,0,Baixa,2
465484,Feminino,Sim,57,Sim,Artista,0,Baixa,2
459401,Masculino,Nao,26,Nao,Enfermagem,1,Baixa,3
459783,Feminino,Sim,18,Nao,Artista,,Alta,
462326,Feminino,Sim,42,Sim,Artista,4,Media,2
459870,Masculino,Sim,49,Nao,Empreendedorismo,11,Alta,4
467676,Masculino,Sim,40,Sim,Entretenimento,8,Baixa,2
464488,Feminino,Nao,40,Sim,Artista,5,Baixa,9
466076,Masculino,Nao,19,Nao,Enfermagem,8,Baixa,3
462275,Masculino,Sim,42,Sim,Artista,1,Media,2
459396,Feminino,Nao,50,Sim,Engenharia,0,Baixa,1
464417,Masculino,Sim,72,Nao,Entretenimento,2,Media,2
467311,Masculino,Sim,67,Sim,Direito,1,Alta,3
464034,Masculino,Sim,37,Sim,Entretenimento,3,Baixa,1
467748,Masculino,Sim,38,Sim,Empreendedorismo,,Alta,4
465010,Feminino,Nao,42,Sim,Marketing,,Baixa,3
459886,Masculino,Sim,26,Nao,Artista,1,Baixa,4
466435,Masculino,Sim,32,Nao,Empreendedorismo,1,Alta,5
463885,Masculino,Sim,51,Sim,Artista,1,Baixa,1
462915,Masculino,Sim,61,Nao,Engenharia,5,Media,3
462824,Masculino,Sim,38,Nao,Engenharia,0,Media,3
460696,Masculino,Sim,73,Nao,Direito,1,Baixa,1
466662,Feminino,Nao,30,Nao,Engenharia,1,Baixa,
461658,Feminino,Sim,62,Sim,Artista,0,Media,2
467142,Masculino,Sim,40,Sim,Empreendedorismo,0,Baixa,4
460127,Masculino,Nao,42,Sim,Enfermagem,8,Baixa,3
467542,Masculino,Nao,30,Sim,Enfermagem,9,Baixa,1
462901,Feminino,Sim,46,Nao,Responsavel pela Casa,9,Baixa,1
